#OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
OTU_1036	16	7	8	4	8	4	34	14	40	21	11	18	21	24	30	34	25	23
OTU_1037	1	0	0	0	0	0	2	0	3	3	0	0	1	2	1	3	0	1
OTU_1039	5	4	2	1	0	0	5	3	3	1	1	1	4	1	9	0	2	4
OTU_104	0	2	2	1	3	0	3	13	10	6	2	5	3	2	5	1	1	2
OTU_1041	8	5	1	1	1	1	27	22	10	13	19	23	19	12	20	17	18	14
OTU_1042	1	0	4	5	1	1	2	2	2	3	6	4	3	2	3	1	5	4
OTU_1043	1	0	0	0	0	0	0	2	0	0	4	0	0	0	7	0	4	0
OTU_1044	4	5	1	1	0	1	2	1	5	1	0	7	5	5	7	3	3	1
OTU_1045	2	0	0	2	2	0	1	6	2	2	1	0	0	3	4	5	2	8
OTU_1046	2	3	0	3	0	12	2	2	0	29	0	0	0	0	2	0	1	7
OTU_1047	6	4	7	4	2	0	6	11	11	8	7	10	3	19	16	9	1	10
OTU_1048	3	0	1	2	4	0	1	0	2	2	2	0	0	4	4	0	1	2
OTU_105	0	4	0	0	0	0	2	4	0	0	1	4	0	0	2	6	0	2
OTU_1050	33	22	13	19	9	11	92	71	77	63	48	37	43	53	83	58	28	59
OTU_1051	0	1	1	0	0	1	2	4	0	0	3	2	1	0	4	3	0	3
OTU_1052	6	1	2	4	2	5	2	7	7	11	6	6	7	2	6	10	8	8
OTU_1053	0	2	0	1	0	1	3	0	2	1	4	1	0	0	1	0	3	3
OTU_1054	0	2	2	0	2	0	4	3	3	3	1	2	7	1	0	0	2	3
OTU_106	0	1	1	1	0	1	3	7	4	2	2	2	3	0	1	1	1	0
OTU_1060	2	0	0	1	0	1	13	8	5	2	9	4	1	8	2	4	3	3
OTU_1061	1	1	0	0	0	0	10	4	3	2	2	2	4	0	2	2	1	2
OTU_1062	11	9	6	7	6	2	12	15	25	19	12	12	10	22	24	17	16	15
OTU_1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
OTU_1065	545	523	584	625	713	647	404	346	462	420	512	420	474	619	589	622	534	531
OTU_1066	208	301	161	400	209	513	115	86	218	93	204	584	136	124	175	106	409	144
OTU_1067	5	3	3	5	1	2	5	5	2	1	3	9	1	1	4	4	4	2
OTU_1068	414	203	305	708	589	794	130	124	518	351	259	273	621	1054	227	371	395	309
OTU_1069	57	55	40	71	52	73	78	52	43	43	56	91	61	45	55	39	45	45
OTU_107	0	1	5	0	1	0	1	1	1	3	1	1	0	0	1	1	0	0
OTU_1070	441	374	466	400	623	402	456	278	398	374	446	378	519	613	521	358	422	492
OTU_1071	75	69	116	78	65	90	98	78	62	49	77	93	39	63	74	87	46	49
OTU_1072	372	309	345	384	482	536	258	235	306	376	399	354	278	317	374	718	437	345
OTU_1073	3	1	1	2	2	2	5	1	1	0	0	0	0	31	1	3	0	1
OTU_1074	5	3	0	5	6	7	5	4	9	9	5	5	5	5	2	3	6	9
OTU_1075	5	7	4	3	0	4	8	2	5	3	4	8	5	0	5	4	5	7
OTU_1076	453	191	289	356	511	422	72	69	170	142	74	59	252	209	129	114	266	171
OTU_1078	18	15	4	8	10	20	19	6	12	6	14	14	16	17	14	8	14	6
OTU_1079	12	7	1	8	8	5	30	30	36	25	31	25	24	24	36	27	21	29
OTU_108	0	3	0	0	0	0	2	10	4	0	3	3	0	4	2	1	1	1
OTU_1081	29	31	30	33	62	179	28	15	8	16	33	28	32	24	54	15	35	21
OTU_1082	184	126	179	216	226	294	134	116	229	299	142	108	199	208	211	183	159	177
OTU_1084	14	10	17	7	6	3	28	21	40	28	17	28	31	65	37	54	43	38
OTU_1085	6	11	4	5	4	8	9	6	7	6	5	5	5	3	7	5	4	10
OTU_1087	5	5	0	4	2	1	12	18	19	9	3	3	16	18	11	7	10	11
OTU_1088	42	37	75	30	117	54	55	57	31	53	52	12	45	33	62	36	36	42
OTU_1089	8	0	8	1	8	0	8	41	2	89	5	47	3	2	2	9	0	7
OTU_109	3	3	2	1	0	1	5	14	8	2	4	5	7	10	11	8	3	2
OTU_1091	13	3	42	6	11	43	8	24	33	27	24	11	83	30	7	21	35	23
OTU_1092	22	29	24	9	23	13	17	23	13	25	27	20	25	37	26	11	37	20
OTU_1094	30	6	9	16	15	18	3	8	20	19	11	13	10	23	10	15	8	7
OTU_1095	193	259	218	260	319	299	128	111	163	187	167	154	162	208	199	256	219	204
OTU_1096	1	6	26	19	11	5	2	0	1	2	2	2	5	14	3	2	10	1
OTU_1097	15	10	10	9	8	8	10	11	18	14	14	13	5	7	10	14	14	13
OTU_1098	7	14	5	9	6	16	23	13	6	8	9	19	7	12	21	16	8	10
OTU_1099	3	5	2	3	1	5	0	1	0	3	6	4	2	5	4	9	1	5
OTU_11	6	9	6	10	2	7	10	0	6	3	5	9	4	6	5	7	5	11
OTU_110	0	0	1	0	4	1	3	2	1	2	1	8	4	2	2	0	0	3
OTU_1100	7	2	2	3	3	2	3	3	4	13	7	3	3	2	7	2	6	4
OTU_1101	1	0	0	1	0	1	1	0	1	2	1	3	0	8	2	0	0	2
OTU_1102	8	2	0	5	2	0	1	0	0	1	1	1	0	4	2	4	4	4
OTU_1106	5	4	19	2	2	6	7	5	8	4	9	8	8	6	6	14	9	13
OTU_1107	1	3	6	0	0	0	1	0	8	0	1	1	0	0	2	0	1	0
OTU_1109	7	23	233	70	26	54	55	24	41	22	15	3	27	44	35	14	24	41
OTU_111	0	0	0	0	0	1	2	0	1	1	0	4	0	0	3	1	0	0
OTU_1112	87	42	33	62	90	67	118	99	61	75	49	62	155	92	82	66	62	104
OTU_1113	2	1	0	3	0	2	2	0	1	1	1	4	0	1	0	2	0	3
OTU_1114	1	1	0	0	0	1	3	3	7	1	2	1	0	0	5	0	1	3
OTU_1116	0	1	3	1	1	2	3	10	4	13	3	0	3	4	4	0	4	14
OTU_1117	1	0	12	1	2	0	4	2	0	7	11	7	0	1	3	13	0	2
OTU_1118	64	37	45	52	383	55	87	112	43	53	88	46	70	47	138	79	65	72
OTU_1119	0	0	2	17	0	0	1	0	0	0	1	2	0	0	0	0	0	0
OTU_112	0	0	0	0	0	0	4	2	2	0	6	1	1	1	0	2	1	1
OTU_1120	9	3	7	6	2	10	14	9	3	1	7	7	7	4	9	6	3	10
OTU_1121	0	0	0	0	1	1	0	0	2	1	0	0	2	2	1	2	0	0
OTU_1122	6	0	0	1	3	4	22	2	5	2	5	1	3	2	2	0	0	1
OTU_1123	0	0	0	0	0	0	1	0	2	1	1	1	2	2	3	7	0	0
OTU_1124	0	0	0	0	0	1	2	3	1	0	0	0	2	3	5	0	5	1
OTU_1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
OTU_1127	9	8	9	16	19	7	8	2	1	6	7	4	6	17	2	2	4	3
OTU_113	0	1	0	0	0	0	5	0	1	3	0	3	1	0	0	1	1	0
OTU_1130	16	12	14	22	26	13	10	6	29	25	13	15	32	68	17	18	21	31
OTU_1132	247	248	1843	679	1490	494	320	1927	1492	988	544	341	1085	1216	783	413	1045	1434
OTU_1133	1	4	1	2	4	1	1	1	2	3	1	1	2	2	1	1	3	0
OTU_1136	0	0	0	0	0	0	4	1	0	0	3	1	0	0	4	4	0	0
OTU_1137	212	264	737	175	109	141	107	87	583	376	44	164	232	200	114	68	135	101
OTU_114	10	10	6	3	1	1	5	4	3	5	8	3	7	4	10	4	4	9
OTU_1140	9	6	12	4	10	4	2	23	10	15	13	3	2	3	16	32	2	6
OTU_1148	0	15	4	0	9	2	3	5	6	2	2	5	7	15	2	1	12	6
OTU_1149	0	33	7	0	13	39	1	21	21	6	9	5	6	0	0	1	1	5
OTU_115	7	18	10	6	1	5	11	13	11	10	6	3	6	8	6	9	5	5
OTU_1150	1	31	21	1	90	6	4	2	4	1	5	25	10	6	1	4	10	8
OTU_1152	4	8	2	3	0	3	5	1	10	18	4	7	3	49	0	43	0	1
OTU_1153	0	0	0	0	0	0	6	0	2	7	2	0	0	0	0	79	3	4
OTU_1155	4	0	0	0	0	0	2	1	2	5	0	0	1	0	3	1	3	6
OTU_1156	30	53	3	10	24	2	7	31	8	20	29	29	55	7	8	10	56	31
OTU_1158	94	113	63	145	184	70	72	325	18	149	279	164	880	57	121	137	384	274
OTU_1159	14	11	4	5	1	3	23	17	13	28	15	10	22	32	17	24	34	35
OTU_116	29	48	53	34	28	40	41	71	50	43	57	38	54	48	52	48	37	50
OTU_1160	2	0	1	4	5	7	4	4	6	7	6	4	5	4	5	3	15	6
OTU_1161	5	2	1	0	0	0	8	3	1	7	0	1	2	2	2	3	2	7
OTU_1162	0	1	1	0	2	0	2	2	3	1	2	4	2	0	1	3	0	1
OTU_1163	0	1	0	1	1	0	9	2	10	4	3	5	2	1	2	3	5	0
OTU_1164	0	2	0	0	0	0	5	3	3	2	0	3	3	3	1	1	0	1
OTU_1165	0	1	0	0	1	0	1	3	3	2	2	11	0	0	0	3	2	0
OTU_1166	8	6	1	6	2	1	3	6	4	6	4	3	6	6	5	5	6	8
OTU_1167	3	2	0	2	4	0	2	1	0	1	5	5	2	2	4	3	1	2
OTU_1168	1	2	3	1	2	5	2	12	1	3	7	12	3	3	7	4	4	2
OTU_1169	6	8	6	4	2	5	44	16	27	5	16	51	12	6	20	8	7	8
OTU_1170	0	1	0	1	0	0	1	1	0	0	1	3	2	1	0	0	0	1
OTU_1171	1	7	0	0	0	5	3	9	4	1	4	4	4	5	9	3	2	2
OTU_1172	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	3	0	1
OTU_1173	1	0	0	6	0	0	3	2	2	3	1	1	2	0	0	0	0	1
OTU_1174	0	0	0	0	1	0	3	5	0	1	8	3	0	0	0	13	1	0
OTU_1175	1	2	0	0	0	0	0	0	0	2	3	0	1	2	1	0	0	0
OTU_1176	4	0	6	0	2	1	0	0	0	0	0	0	1	0	0	2	0	0
OTU_1177	9	9	2	28	2	3	9	7	1	9	6	4	6	4	3	2	1	3
OTU_1178	9	9	2	12	2	7	10	11	3	17	5	3	13	11	5	7	14	12
OTU_1179	28	50	12	31	23	20	15	17	24	17	16	14	39	20	32	31	15	36
OTU_118	1	1	0	0	3	4	13	3	5	1	6	12	13	4	5	4	0	0
OTU_1180	7	8	2	6	2	2	9	19	12	14	6	6	10	7	5	4	9	14
OTU_1181	4	0	1	0	0	0	2	0	0	0	3	2	5	4	0	2	7	3
OTU_1182	0	2	0	0	0	0	2	3	4	4	4	1	3	1	2	1	0	2
OTU_1183	10	34	4	6	5	11	10	10	2	14	3	5	9	0	8	2	3	18
OTU_1184	0	0	3	2	4	1	1	0	0	0	0	0	0	0	1	3	3	3
OTU_1185	1	3	0	4	0	1	1	2	2	0	0	0	2	0	0	0	2	0
OTU_1186	0	0	0	0	2	1	0	3	1	1	2	2	3	1	1	2	2	2
OTU_1187	0	0	0	0	1	1	1	4	3	0	2	3	2	1	5	1	1	0
OTU_1188	3	0	0	1	1	2	10	6	1	5	2	1	4	7	2	2	4	2
OTU_1189	7	1	1	0	0	0	2	1	1	17	0	1	0	0	0	0	0	1
OTU_119	4	4	1	1	0	1	17	4	10	4	5	8	7	0	4	2	1	4
OTU_1190	8	3	2	0	0	0	0	2	2	1	0	0	4	0	6	0	2	1
OTU_1191	20	33	9	14	12	8	19	45	26	25	27	19	54	21	24	23	16	30
OTU_1192	3	2	7	2	39	7	1	21	2	5	12	0	6	1	12	1	1	16
OTU_1193	2	2	0	0	2	0	2	1	0	1	0	1	3	4	1	1	0	0
OTU_1194	2	0	0	0	0	1	3	0	1	5	2	0	3	0	2	1	2	1
OTU_1195	2	0	0	0	0	0	0	0	0	3	2	0	3	2	1	1	0	0
OTU_1196	4	10	2	10	1	4	6	6	4	8	5	10	5	0	3	3	0	5
OTU_1197	2	3	1	1	0	0	7	7	1	8	4	2	7	0	6	2	3	2
OTU_1198	6	10	2	3	1	4	4	10	13	7	3	6	12	8	8	7	4	15
OTU_1199	5	15	1	14	16	12	10	15	11	10	8	7	21	5	13	10	12	8
OTU_12	8	5	3	4	8	6	8	6	3	4	7	13	13	15	13	4	10	11
OTU_120	3	1	0	1	0	1	7	4	2	4	6	3	2	2	4	8	2	3
OTU_1200	7	5	4	7	10	6	3	16	12	17	11	10	27	16	14	13	12	10
OTU_1201	1	9	2	4	1	4	5	7	3	6	7	0	5	4	5	6	2	7
OTU_1202	0	8	0	1	0	0	2	2	3	4	0	4	0	0	1	0	0	0
OTU_1203	1	8	6	1	0	14	20	28	41	2	8	23	18	5	61	32	2	2
OTU_1205	0	0	0	0	1	0	1	2	5	1	2	3	1	0	1	1	1	0
OTU_1206	0	0	0	0	2	1	2	2	1	2	3	1	2	0	1	1	1	2
OTU_1207	1	0	0	0	0	0	0	2	1	0	1	1	2	0	1	0	1	1
OTU_1208	0	0	0	0	0	0	1	5	1	1	0	2	4	1	0	81	2	2
OTU_121	1	1	0	2	1	0	4	1	5	2	1	4	3	1	5	2	4	2
OTU_1210	0	1	0	1	0	0	1	1	0	1	1	2	2	1	2	0	0	3
OTU_1211	0	0	0	0	11	0	1	0	0	1	0	0	4	0	0	0	0	0
OTU_1212	1	5	1	0	0	2	0	7	4	1	2	9	5	1	5	3	2	2
OTU_1213	1	26	4	1	2	3	8	25	21	4	4	12	7	5	12	7	9	3
OTU_1214	2	0	3	1	3	0	1	2	0	1	1	1	1	0	2	0	1	1
OTU_1215	0	0	1	0	0	0	5	1	0	0	2	0	0	1	1	0	0	0
OTU_1216	0	1	0	0	0	1	0	1	2	1	3	1	1	1	1	9	0	0
OTU_1217	83	149	24	71	173	43	74	96	67	81	38	56	138	65	60	59	18	55
OTU_1218	54	45	4	199	54	83	25	29	32	21	36	38	38	30	110	37	12	38
OTU_1219	4	8	3	10	5	3	5	8	2	0	3	3	3	2	2	4	2	5
OTU_122	1	1	0	0	0	3	4	1	5	1	3	1	0	0	1	1	5	0
OTU_1220	42	52	18	44	52	23	32	56	19	30	32	26	53	21	48	7	29	25
OTU_1221	27	28	7	14	30	12	8	22	14	15	10	14	30	11	17	13	5	22
OTU_1222	89	62	13	43	21	26	49	34	45	40	27	28	42	28	45	29	10	25
OTU_1223	46	47	16	19	31	69	20	53	48	35	25	18	52	14	38	24	19	27
OTU_1224	36	73	25	72	40	32	32	50	41	33	31	34	67	32	46	45	22	52
OTU_1225	2	1	3	4	1	4	2	0	4	3	2	0	1	13	1	0	0	2
OTU_1226	29	59	11	30	7	10	25	34	24	29	32	22	39	11	27	16	7	23
OTU_1227	3	0	5	0	10	12	8	9	2	7	44	2	8	17	13	1	59	1
OTU_1228	1	3	0	0	0	1	2	5	0	1	2	0	6	0	1	2	0	0
OTU_1229	32	18	7	11	27	21	14	9	25	30	7	8	133	22	13	24	108	29
OTU_1230	5	7	2	6	4	7	3	4	3	0	5	2	5	5	2	3	4	4
OTU_1231	3	5	0	1	0	3	4	1	3	0	4	2	3	2	2	2	0	3
OTU_1232	1	10	0	6	3	2	1	6	1	5	2	2	5	0	0	3	0	3
OTU_1233	0	20	5	1	0	1	28	72	34	14	14	36	19	18	19	28	10	7
OTU_1234	4	1	0	2	1	0	1	1	7	1	2	3	1	0	1	0	0	1
OTU_1235	0	4	0	0	0	0	4	5	3	1	1	4	3	0	1	2	3	2
OTU_1236	0	3	0	0	0	1	1	9	2	1	0	5	2	1	2	1	1	0
OTU_1237	1	2	1	0	0	1	2	10	3	1	4	3	9	0	1	1	2	2
OTU_1238	0	3	1	0	0	0	1	8	7	1	1	4	2	3	2	0	0	0
OTU_1239	2	1	0	0	1	2	26	5	0	1	0	0	1	0	2	0	0	1
OTU_124	9	8	3	9	2	4	6	5	4	5	4	7	5	7	9	0	12	9
OTU_1240	33	60	20	33	48	31	25	40	30	58	34	30	54	33	43	31	24	55
OTU_1241	0	8	3	0	1	2	3	10	8	3	3	14	4	3	3	4	2	6
OTU_1242	0	0	0	0	2	0	1	0	3	1	1	1	0	0	1	3	2	2
OTU_1243	0	0	0	0	0	0	3	0	1	1	0	0	0	3	0	2	1	0
OTU_1244	32	39	35	39	51	28	30	52	45	59	33	40	79	55	56	58	34	36
OTU_125	0	5	0	2	1	2	2	3	0	2	3	4	3	0	4	5	1	1
OTU_126	1	2	0	2	1	5	3	2	5	15	3	6	3	12	24	13	7	13
OTU_129	3	2	2	1	1	1	3	6	3	4	1	3	0	2	0	2	1	3
OTU_130	0	1	0	0	0	0	6	2	2	2	3	1	2	0	4	1	1	3
OTU_131	0	6	0	5	2	5	2	4	5	3	9	5	1	4	11	5	29	7
OTU_132	2	1	1	0	1	2	4	2	3	1	1	2	0	0	3	0	2	3
OTU_133	0	0	2	0	0	0	0	1	1	0	0	4	1	1	0	0	0	0
OTU_134	0	1	3	0	0	0	12	11	4	1	5	14	3	1	8	4	4	1
OTU_135	0	0	2	3	12	6	2	7	1	1	8	4	2	2	3	3	3	3
OTU_136	0	1	0	0	0	0	3	6	11	1	1	7	1	0	3	0	2	0
OTU_138	3	0	1	2	0	3	2	3	4	4	3	3	1	0	4	4	4	3
OTU_139	11	13	13	10	9	7	20	9	8	8	16	16	8	16	22	13	18	19
OTU_140	6	0	4	1	5	0	3	5	4	2	2	8	4	4	5	3	2	5
OTU_141	7	12	2	7	0	7	12	10	12	9	10	13	7	5	4	12	8	13
OTU_142	5	1	10	3	2	2	6	7	4	6	6	14	4	4	10	8	8	7
OTU_143	4	2	1	0	0	1	5	2	3	5	3	1	1	1	6	8	7	5
OTU_144	1	0	0	1	0	1	2	4	3	1	1	5	0	4	3	1	2	3
OTU_145	1	1	1	0	0	0	5	4	3	1	0	0	0	0	3	8	2	1
OTU_147	2	10	4	4	3	2	7	11	4	5	7	2	10	4	5	5	3	8
OTU_148	1	10	10	6	0	4	7	11	5	8	8	12	6	10	6	3	7	4
OTU_149	0	1	11	3	2	0	5	3	1	6	6	3	0	6	1	3	2	1
OTU_15	12	121	56	87	13	26	45	78	32	47	73	18	27	86	68	27	13	68
OTU_150	0	1	0	2	3	2	5	1	1	4	5	5	2	1	3	3	3	7
OTU_151	7	28	14	12	5	10	10	2	10	9	11	12	7	10	14	13	8	8
OTU_152	0	1	0	0	1	1	1	0	0	1	1	8	0	0	6	1	3	2
OTU_153	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	9	0	1
OTU_154	0	0	2	0	2	2	5	19	0	2	17	5	0	0	6	2	8	4
OTU_155	0	0	1	0	2	0	3	2	1	1	1	1	1	3	0	3	0	2
OTU_157	0	1	0	2	2	1	3	3	0	0	3	0	1	2	2	0	4	0
OTU_158	0	0	0	2	0	0	2	3	2	1	0	3	0	0	2	0	0	1
OTU_159	1	0	0	0	0	0	5	3	1	2	2	1	0	0	3	2	1	2
OTU_160	0	0	0	0	0	0	1	3	0	1	1	2	1	0	2	1	1	0
OTU_161	6	3	8	11	4	4	7	4	15	6	9	7	7	10	7	4	11	17
OTU_163	0	1	0	0	2	1	4	1	1	1	2	6	2	1	1	5	1	1
OTU_164	0	2	0	1	0	0	5	5	1	1	1	5	3	2	6	4	1	3
OTU_165	1	2	1	0	0	0	2	5	2	1	3	8	10	9	1	12	2	2
OTU_166	3	0	1	0	0	0	1	4	1	3	0	6	0	2	1	4	8	0
OTU_167	1	2	2	0	0	1	6	16	5	4	2	11	9	6	5	2	3	3
OTU_168	20	6	15	11	9	8	27	14	31	9	13	17	14	15	10	15	7	9
OTU_169	7	6	4	5	1	7	13	8	6	2	7	10	5	9	9	4	3	6
OTU_17	10	2	0	5	0	6	7	3	3	5	6	3	5	5	4	1	10	2
OTU_170	73	25	54	73	29	38	110	34	78	61	80	110	27	58	67	64	44	43
OTU_171	38	49	24	27	29	25	60	51	24	30	35	45	11	27	47	30	34	37
OTU_172	5	3	2	2	1	2	7	9	13	13	8	9	8	8	9	7	8	7
OTU_173	42	44	51	33	23	51	68	37	48	45	43	66	37	49	59	54	21	74
OTU_174	1	0	0	2	0	1	1	1	1	0	4	2	2	1	2	0	1	1
OTU_175	610	801	751	548	681	718	738	561	490	495	716	657	570	562	654	652	593	688
