OTUId	BIO3-1	ori3	BIO3-16	BIO1-16	BIO3-24	ori2	BIO1-24	ori1	BIO2-16	BIO3-8	BIO2-1	BIO2-24	BIO1-1	BIO1-8	BIO2-8
OTU_2256	0	1	1	2	1	6	1	1	0	0	0	0	0	0	0
OTU_1638	4	6	4	4	1	6	1	12	2	2	2	1	3	2	0
OTU_3561	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0
OTU_2430	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_2348	0	4	0	0	0	0	0	3	0	0	0	0	4	0	0
OTU_1984	0	0	1	1	3	2	0	2	0	0	0	0	0	2	1
OTU_774	2	16	2	1	2	19	8	11	3	1	3	2	4	0	0
OTU_3731	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_906	5	6	2	3	4	9	1	3	3	2	5	3	6	1	3
OTU_2251	1	13	0	0	0	5	0	6	0	1	1	0	1	0	0
OTU_2003	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
OTU_985	2	1	3	3	7	6	2	0	0	8	2	3	5	8	11
OTU_1039	0	15	8	3	7	15	4	2	2	0	1	0	2	0	1
OTU_3648	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0
OTU_2477	1	1	1	0	0	4	0	1	0	0	1	0	0	0	0
OTU_1715	1	0	0	0	2	1	0	0	0	2	0	0	0	1	0
OTU_1037	1	12	0	1	0	18	0	14	0	0	0	0	0	2	0
OTU_2734	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3726	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1561	0	3	0	0	0	6	2	9	0	0	3	0	1	0	0
OTU_1614	0	8	0	0	0	9	0	3	0	0	0	0	1	0	0
OTU_864	2	11	1	0	0	17	1	6	0	0	1	0	1	0	1
OTU_1077	0	2	0	0	3	11	0	5	0	0	0	1	0	0	0
OTU_3727	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU_1030	2	6	3	0	2	4	3	2	2	1	1	2	1	3	1
OTU_995	3	22	1	0	2	25	0	25	0	0	4	1	1	0	0
OTU_1826	0	0	1	4	2	0	0	0	0	3	1	1	2	1	2
OTU_3036	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
OTU_1644	0	3	0	0	0	2	0	2	0	0	0	0	1	0	0
OTU_680	4	26	0	0	0	23	0	32	0	0	1	0	2	0	0
OTU_768	5	19	1	4	1	10	1	15	2	0	4	0	2	0	1
OTU_1189	2	7	0	0	0	6	0	1	0	0	0	0	2	0	0
OTU_1130	0	5	0	0	0	7	0	7	0	0	2	0	0	0	0
OTU_2514	0	0	1	1	0	0	0	0	0	2	2	0	0	0	3
OTU_1414	0	7	0	1	0	11	0	6	0	1	2	0	0	0	0
OTU_2567	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0
OTU_3431	5	16	0	0	0	20	0	15	0	1	6	2	10	0	1
OTU_1595	1	12	0	0	0	4	0	1	0	0	0	0	0	0	1
OTU_1239	3	17	0	2	1	4	0	9	2	0	2	0	3	0	0
OTU_2044	0	3	0	1	1	5	0	1	0	0	1	0	1	1	0
OTU_1446	0	3	0	0	0	4	0	3	0	0	2	0	0	0	0
OTU_1660	1	5	0	0	0	3	0	1	2	0	0	1	1	0	0
OTU_2124	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0
OTU_2675	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0
OTU_2093	0	4	0	0	0	3	0	3	0	0	0	0	0	0	0
OTU_835	5	12	0	0	0	13	0	13	0	1	8	0	5	0	0
OTU_1907	0	0	1	0	1	1	0	0	0	2	0	0	1	0	0
OTU_1100	3	18	0	0	0	9	1	6	0	1	4	0	1	0	0
OTU_967	1	11	0	1	0	8	0	8	2	0	1	0	0	0	0
OTU_2270	0	5	0	0	0	6	0	2	0	0	0	0	0	0	0
OTU_1927	0	1	0	0	0	1	0	0	0	0	0	1	1	0	2
OTU_945	2	17	0	0	0	13	0	12	0	0	7	0	4	0	0
OTU_1740	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
OTU_3698	3	0	0	0	1	0	0	0	0	1	1	0	0	3	2
OTU_1434	2	20	0	0	0	9	0	4	0	2	0	0	4	1	0
OTU_1293	0	7	0	0	0	11	0	2	0	0	0	0	1	0	0
OTU_869	5	16	1	0	0	28	0	18	1	0	4	0	5	0	1
OTU_1870	1	1	3	0	1	7	3	6	1	2	1	0	1	1	1
OTU_746	3	21	0	1	0	25	1	16	0	0	4	1	5	0	0
OTU_804	8	7	10	7	6	1	6	3	3	5	1	6	3	2	7
OTU_1555	2	3	0	1	0	1	0	3	0	0	0	0	1	1	0
OTU_958	1	1	37	0	1	0	0	2	0	0	1	0	0	0	0
OTU_1356	1	10	0	1	5	4	1	3	1	0	1	0	2	0	0
OTU_2085	0	2	0	0	0	2	0	3	0	0	0	0	0	0	0
OTU_1447	0	5	1	0	2	3	0	3	1	0	0	0	2	1	1
OTU_2720	0	3	1	0	0	2	0	1	0	0	0	0	1	0	0
OTU_1229	0	12	1	0	0	9	0	0	0	1	1	0	1	0	0
OTU_1691	0	6	2	6	1	7	1	5	3	2	4	3	5	2	1
OTU_1135	0	7	0	0	0	9	0	7	0	0	0	0	0	0	0
OTU_1769	0	0	0	0	0	0	2	1	1	0	1	1	0	1	1
OTU_744	4	20	0	2	0	23	0	20	2	0	11	0	5	0	1
OTU_2823	0	5	0	0	0	2	0	2	0	0	0	0	0	0	0
OTU_1602	0	4	0	0	0	7	0	0	0	0	2	0	2	0	0
OTU_3206	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2125	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0
OTU_1768	1	1	0	1	2	0	1	0	0	1	0	1	0	0	0
OTU_1166	2	16	0	0	2	28	0	14	2	1	3	0	3	0	0
OTU_1318	4	1	2	0	4	3	0	4	2	4	1	4	0	4	4
OTU_3811	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_2018	1	1	1	0	0	2	0	1	0	0	0	0	0	2	0
OTU_2932	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0
OTU_1178	0	6	0	0	0	10	0	7	0	0	1	0	0	0	0
OTU_2489	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0
OTU_1282	1	8	0	0	0	7	0	5	0	0	2	0	0	0	0
OTU_1415	0	2	0	0	0	9	0	1	0	0	0	0	0	0	0
OTU_938	2	12	0	0	1	9	0	12	0	0	0	0	2	1	0
OTU_2840	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1663	0	10	2	0	1	2	0	2	0	0	4	0	2	0	2
OTU_672	0	8	0	0	0	35	0	29	0	0	2	0	6	0	0
OTU_2127	0	2	0	0	0	0	0	0	0	1	1	1	0	1	0
OTU_949	3	10	5	5	2	11	7	4	6	9	5	3	8	5	3
OTU_3440	2	7	1	2	3	17	0	9	4	0	4	0	2	1	1
OTU_3257	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3586	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
OTU_1278	5	22	2	0	0	34	0	19	1	1	11	0	2	2	2
OTU_1834	0	0	0	1	1	2	0	0	1	0	0	0	0	1	2
OTU_2762	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
OTU_1664	1	1	0	0	0	2	0	1	1	0	1	0	0	0	0
OTU_3618	0	0	8	1	29	0	20	0	5	2	0	13	0	2	2
OTU_1828	1	6	0	0	0	2	0	0	0	0	0	1	0	0	0
OTU_1977	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0
OTU_3066	4	20	0	2	0	24	0	15	0	0	9	0	5	2	0
OTU_1387	0	10	0	0	0	5	0	2	0	0	0	0	0	0	0
OTU_2155	1	1	0	0	0	0	0	1	0	0	2	1	1	0	1
OTU_1983	1	5	0	0	0	3	1	6	1	0	0	0	2	0	0
OTU_2531	2	3	0	0	1	7	0	1	0	0	0	0	0	0	0
OTU_2101	1	1	0	1	0	2	0	2	0	0	0	0	1	0	0
OTU_3399	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0
OTU_3531	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU_3581	0	5	3	0	0	6	0	1	0	0	0	1	3	0	2
OTU_3264	6	19	0	0	1	14	0	16	0	0	6	0	5	0	1
OTU_1322	0	12	0	3	0	15	0	9	2	1	0	0	1	0	1
OTU_2214	0	0	2	1	0	3	0	2	1	0	1	0	2	0	1
OTU_1593	1	5	0	0	0	1	0	3	0	0	0	0	1	0	0
OTU_1521	0	3	1	0	0	4	0	6	0	0	0	0	0	0	0
OTU_2620	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0
OTU_1665	3	5	3	1	0	3	0	0	3	3	1	0	5	4	4
OTU_1076	2	19	0	0	0	19	0	5	0	0	2	0	5	0	0
OTU_3205	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0
OTU_1748	1	6	0	0	0	8	0	5	0	0	0	0	0	0	0
OTU_3553	1	3	2	0	0	8	0	3	0	1	0	0	0	1	0
OTU_1109	4	18	1	0	1	3	0	5	1	0	2	0	3	0	0
OTU_1247	1	6	0	0	0	4	0	5	0	1	0	0	0	0	0
OTU_1302	0	0	3	0	11	0	3	0	0	0	0	2	0	0	0
OTU_1661	2	7	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1541	3	7	1	0	2	1	2	0	0	2	1	0	0	1	1
OTU_1308	0	0	2	3	0	4	1	2	0	2	1	2	1	0	0
OTU_760	9	35	2	0	0	35	0	29	0	0	13	1	9	4	0
OTU_1460	0	6	0	0	0	2	0	4	1	0	2	0	2	0	0
OTU_1744	0	0	0	2	0	1	0	1	1	1	3	0	1	1	2
OTU_2077	1	4	0	0	0	9	0	0	0	0	1	0	0	0	0
OTU_741	3	17	0	0	0	18	0	24	0	1	4	0	2	0	0
OTU_1006	5	4	1	0	0	22	0	3	0	0	0	0	5	2	0
OTU_1071	15	1	0	0	1	0	0	4	0	0	4	0	0	5	2
OTU_962	0	17	0	0	0	17	2	21	0	0	4	1	2	0	0
OTU_1887	3	7	0	0	0	0	0	1	0	0	3	2	2	0	0
OTU_2505	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0
OTU_2771	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_3729	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1717	2	0	1	0	2	1	0	0	0	0	0	0	0	0	0
OTU_2451	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0
OTU_1538	1	3	4	3	0	3	4	1	1	1	3	0	0	1	0
OTU_3788	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_689	4	28	8	3	4	40	1	17	2	2	3	1	4	0	0
OTU_1379	1	8	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3190	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0
OTU_1930	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_2250	1	1	3	2	3	1	0	0	1	1	0	1	1	1	1
OTU_2301	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0
OTU_3548	0	9	2	2	1	8	0	5	5	0	1	2	0	0	0
OTU_1020	1	10	0	0	0	7	0	6	0	0	3	0	3	0	0
OTU_1182	3	3	1	1	2	1	3	2	0	0	4	0	0	0	3
OTU_934	0	4	2	5	6	2	8	0	8	1	3	1	2	2	1
OTU_1274	1	10	2	2	2	2	2	3	3	3	2	3	2	0	1
OTU_1266	0	0	0	0	1	12	0	1	0	2	1	0	0	0	0
OTU_2740	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0
OTU_1761	1	3	0	0	0	4	0	6	0	0	0	0	0	0	0
OTU_3824	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_1149	2	2	0	3	2	4	1	1	2	12	1	1	1	9	7
OTU_2485	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0
OTU_1465	0	2	0	0	2	0	1	1	1	0	2	0	0	0	2
OTU_3335	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
OTU_3459	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0
OTU_1520	1	7	1	0	0	8	0	8	1	0	2	0	0	2	0
OTU_1275	1	8	0	0	0	6	0	6	1	0	2	0	1	0	0
OTU_2173	3	0	1	0	0	6	0	0	0	1	0	0	1	0	2
OTU_1110	2	15	0	0	0	9	0	12	0	0	0	0	2	0	1
OTU_1601	0	7	0	0	0	3	0	3	0	0	0	0	0	0	0
OTU_2279	0	5	0	0	0	0	0	1	0	0	0	1	2	0	0
OTU_3165	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1398	0	2	3	0	4	3	0	0	0	0	0	0	0	1	0
OTU_1965	0	4	1	1	0	0	0	0	0	0	0	1	0	0	0
OTU_1129	4	9	1	5	4	11	1	7	3	3	3	3	0	1	4
OTU_1721	9	22	2	1	0	22	3	22	1	0	4	1	8	0	0
OTU_1082	1	14	0	0	0	6	0	9	0	0	0	0	1	0	0
OTU_2940	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0
OTU_1141	4	8	0	1	0	4	1	2	0	1	3	0	2	0	0
OTU_605	4	30	0	0	0	62	0	17	0	0	1	0	6	0	0
OTU_1992	0	9	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU_843	2	14	1	0	0	16	0	9	0	0	3	0	6	0	0
OTU_1812	1	2	1	0	0	3	0	2	0	2	1	1	0	1	0
OTU_2041	0	4	0	0	0	3	0	5	0	0	0	0	1	0	0
OTU_1383	0	0	2	1	2	0	2	0	0	2	3	2	2	3	0
OTU_939	4	13	0	1	0	16	0	12	4	0	2	0	6	0	2
OTU_2366	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0
OTU_979	1	9	1	0	0	7	0	6	1	0	0	0	2	0	0
OTU_2134	1	2	0	0	0	3	0	1	0	0	0	0	1	0	0
OTU_1770	3	3	1	0	1	4	0	6	1	2	5	2	3	1	2
OTU_1461	1	5	0	0	0	6	0	3	0	2	0	0	0	0	0
OTU_3728	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2604	0	1	0	1	4	2	0	1	0	0	2	1	1	0	0
OTU_2159	1	0	0	2	0	1	1	5	1	0	2	0	1	0	3
OTU_3682	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU_2133	0	1	0	1	0	4	0	1	0	0	0	0	1	0	0
OTU_875	1	3	0	2	3	5	7	11	8	0	1	5	1	0	0
OTU_1488	0	0	0	0	0	11	0	8	0	0	0	0	2	0	0
OTU_2966	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
OTU_1594	0	3	0	0	0	1	1	1	0	0	3	0	0	0	0
OTU_2203	2	2	1	0	0	0	0	0	0	0	0	0	0	0	2
OTU_3687	0	12	0	0	0	7	0	4	0	0	0	0	2	0	0
OTU_2975	0	2	0	0	0	7	0	1	0	0	1	0	0	0	0
OTU_1372	0	0	2	0	3	0	15	1	1	0	0	2	0	0	0
OTU_2206	0	3	0	0	0	0	0	1	1	0	1	0	0	0	0
OTU_1485	1	0	0	0	0	6	0	0	0	0	1	0	3	0	0
OTU_2098	1	1	1	3	0	1	1	3	0	2	1	0	1	0	4
OTU_3608	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_1800	0	0	1	0	0	5	0	1	0	0	1	0	0	0	0
OTU_1052	4	16	0	0	0	22	0	5	0	0	2	0	2	1	0
OTU_2042	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1
OTU_1288	1	4	0	1	1	3	3	4	0	1	4	0	0	3	0
OTU_2066	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
OTU_3174	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1808	0	1	0	1	0	1	0	0	1	3	1	1	0	2	0
OTU_1371	1	11	0	0	0	1	0	4	0	1	1	1	1	0	0
OTU_1443	0	1	0	0	0	4	0	4	0	0	0	0	2	0	0
OTU_2297	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1576	0	4	0	1	0	5	0	1	0	1	0	0	0	0	0
OTU_1829	0	3	1	0	1	3	1	1	0	0	0	0	0	0	0
OTU_1855	0	2	0	0	0	1	0	5	0	0	0	0	0	0	0
OTU_3563	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1
OTU_2963	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0
OTU_3801	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0
OTU_1131	4	24	0	1	0	16	0	6	0	0	6	0	2	0	0
OTU_1345	9	2	0	0	0	0	0	0	0	0	4	0	1	10	0
OTU_1300	0	2	0	1	1	6	1	6	0	0	1	0	3	1	2
OTU_1001	1	5	2	5	18	2	11	7	5	0	0	13	1	0	0
OTU_2880	0	3	0	0	0	1	1	2	0	0	2	0	2	0	1
OTU_1955	0	5	0	0	1	9	1	5	1	0	0	0	1	0	0
OTU_2784	0	8	0	0	0	6	0	2	0	0	1	1	0	0	0
OTU_1031	2	4	4	0	3	3	0	4	0	2	0	2	2	1	1
OTU_810	5	23	0	0	0	12	0	16	0	1	8	0	1	0	0
OTU_745	2	23	0	0	0	16	0	19	2	1	6	0	2	1	1
OTU_2761	1	0	2	0	1	0	0	0	0	1	2	1	0	1	2
OTU_1108	0	16	0	1	0	13	0	1	0	0	3	0	0	1	0
OTU_755	7	12	0	1	1	32	0	19	2	0	1	0	1	1	0
OTU_1422	5	6	1	1	3	3	3	6	2	3	2	1	6	3	3
OTU_3129	2	5	0	0	0	11	0	5	0	0	0	1	1	0	0
OTU_3622	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0
OTU_2699	2	6	0	0	0	2	0	2	0	1	1	0	0	0	0
OTU_1941	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0
OTU_852	5	18	1	8	7	12	3	10	4	7	9	0	1	8	7
OTU_1462	1	7	0	0	0	9	0	3	0	0	0	0	1	0	0
OTU_2754	2	0	2	2	0	1	1	0	2	0	1	1	0	0	0
OTU_2656	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_1362	0	4	0	0	1	6	0	3	0	0	0	0	2	0	0
OTU_2547	2	6	1	0	0	7	1	3	1	0	1	1	2	1	1
OTU_1810	2	7	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_2300	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0
OTU_1143	6	3	0	2	1	4	1	3	0	0	0	1	0	0	1
OTU_1405	0	1	3	0	1	1	0	2	1	0	0	1	0	0	2
OTU_2540	0	0	0	0	2	0	0	0	1	0	2	0	0	0	1
OTU_1696	0	4	0	0	0	5	0	0	0	0	0	0	1	0	0
OTU_1079	0	6	0	0	1	13	0	5	0	0	1	0	0	0	0
OTU_3318	0	9	2	0	0	7	0	6	0	0	1	2	0	0	0
OTU_1635	1	5	0	0	1	4	0	1	0	0	0	0	1	0	0
OTU_2524	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1
OTU_3575	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1797	0	3	0	0	0	2	0	4	1	0	0	0	0	0	0
OTU_1420	0	6	0	0	0	1	0	7	0	0	2	0	0	0	0
OTU_2277	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_1417	0	2	0	1	1	3	2	0	2	0	0	1	0	0	0
OTU_1822	0	3	0	0	0	1	0	8	0	0	0	0	0	0	0
OTU_1587	0	4	0	0	0	5	0	2	0	0	0	0	0	0	0
OTU_3430	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0
OTU_2661	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2355	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0
OTU_1142	3	12	0	0	0	2	0	6	2	0	2	0	2	1	0
OTU_1567	0	4	2	2	0	3	2	1	1	0	1	0	0	0	0
OTU_2804	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
OTU_2143	3	2	0	0	0	0	0	6	2	0	2	1	0	1	2
OTU_3396	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1441	1	0	0	1	1	4	1	1	1	2	2	0	0	1	2
OTU_1298	0	10	1	0	0	1	0	8	0	0	1	0	1	0	1
OTU_1127	0	1	1	3	0	5	0	3	0	0	4	2	1	1	0
OTU_1316	2	8	0	0	0	18	0	8	0	0	2	0	0	0	0
OTU_3711	1	1	1	1	0	6	0	2	0	0	0	0	1	0	0
OTU_1584	2	0	1	1	0	0	0	0	0	0	1	0	1	1	0
OTU_643	5	10	9	1	3	9	4	13	4	3	7	9	9	7	7
OTU_3324	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1294	0	8	0	0	0	7	0	7	0	0	0	0	0	0	0
OTU_1618	0	2	0	0	1	3	0	3	0	0	0	0	1	0	0
OTU_725	1	15	0	0	0	28	0	14	0	0	2	0	5	0	0
OTU_2102	0	2	0	0	0	4	1	1	0	0	0	1	0	1	0
OTU_1544	0	0	1	0	2	1	2	1	2	1	1	1	0	0	1
OTU_1058	1	8	0	0	1	12	0	5	1	0	0	1	1	0	0
OTU_1957	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
OTU_2024	0	3	0	0	0	0	0	2	0	0	0	0	0	1	0
OTU_2331	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0
OTU_1745	3	5	0	0	0	2	0	3	0	0	1	0	2	0	0
OTU_1680	1	1	1	3	0	1	1	1	1	0	2	0	2	2	0
OTU_3224	3	7	0	1	0	9	0	19	0	0	3	0	4	0	0
OTU_2358	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0
OTU_3500	1	16	0	1	0	11	0	16	0	0	2	0	1	1	0
OTU_3783	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1585	0	11	0	1	1	6	0	8	0	0	0	0	0	1	0
OTU_1276	1	5	0	0	6	3	8	2	1	0	0	1	0	0	0
OTU_1603	0	3	0	1	0	8	0	2	1	0	1	0	2	0	0
OTU_2036	0	6	0	0	0	2	1	2	0	0	0	1	0	0	0
OTU_3268	4	47	3	0	2	23	0	29	1	0	2	0	12	1	2
OTU_975	1	12	0	0	0	20	0	10	0	0	1	1	1	0	0
OTU_1184	1	7	0	0	0	12	0	3	0	0	4	0	0	0	0
OTU_2663	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1519	1	2	0	0	0	6	0	4	0	0	3	0	0	0	1
OTU_1287	2	2	1	3	3	3	1	1	3	1	0	0	1	1	0
OTU_1620	1	10	0	0	1	7	1	0	0	0	0	0	1	0	0
OTU_892	6	8	0	1	0	8	0	18	0	0	8	1	5	0	1
OTU_2379	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2275	2	1	2	2	2	1	0	1	0	1	0	2	1	0	0
OTU_1235	1	3	4	1	3	6	0	5	2	3	2	2	1	3	3
OTU_2997	0	2	1	1	1	0	0	0	2	0	0	1	2	1	1
OTU_2177	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0
OTU_1926	2	1	0	1	1	1	0	1	0	0	1	1	5	1	2
OTU_1539	2	7	0	0	1	6	0	5	1	0	2	0	0	1	0
OTU_1742	0	0	0	2	5	0	0	0	1	0	0	0	0	0	0
OTU_3290	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1007	0	21	0	0	1	5	5	8	0	0	3	2	4	0	0
OTU_1029	3	8	0	1	0	18	0	7	0	0	1	0	3	0	0
OTU_1684	1	2	0	0	0	1	0	3	0	0	1	0	1	0	0
OTU_2814	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0
OTU_954	2	6	0	0	0	18	0	6	0	0	1	0	1	0	0
OTU_1949	2	4	0	0	1	3	0	2	0	0	0	0	0	1	0
OTU_2886	5	3	0	0	1	1	0	1	0	0	8	1	0	0	0
OTU_2800	2	14	0	0	0	15	0	12	0	0	0	0	0	0	0
OTU_1412	0	3	0	0	0	4	0	7	0	0	2	0	1	0	0
OTU_1343	0	0	2	0	0	4	0	8	0	0	0	0	0	0	0
OTU_2612	5	1	7	4	2	2	4	0	5	3	4	0	1	4	1
OTU_1697	2	2	0	4	1	6	2	2	1	1	1	0	2	5	1
OTU_2333	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
OTU_1161	0	0	3	1	16	0	1	0	0	0	0	4	0	0	0
OTU_3523	0	5	0	0	0	8	0	2	0	0	2	0	0	0	0
OTU_1395	0	5	0	1	0	3	0	1	0	0	2	0	0	0	0
OTU_2876	2	15	2	2	2	10	1	7	1	1	7	1	1	2	1
OTU_1999	0	3	1	0	0	3	0	1	0	1	1	0	0	0	0
OTU_2340	2	0	0	0	0	3	0	3	0	0	3	0	1	0	0
OTU_1908	0	3	1	0	0	4	0	2	0	0	0	0	0	0	0
OTU_1534	0	2	0	0	0	1	0	2	0	0	0	0	3	0	0
OTU_2778	0	1	0	0	0	0	0	1	3	1	0	1	0	1	0
OTU_2072	0	14	0	0	0	15	0	2	0	0	1	0	0	0	0
OTU_1533	0	6	0	1	0	4	0	0	0	1	0	0	0	0	0
OTU_2436	1	1	0	0	0	1	0	0	0	0	0	0	0	2	1
OTU_2775	3	19	0	1	0	8	0	21	0	0	5	0	7	0	0
OTU_2645	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0
OTU_1234	2	9	0	0	0	6	0	2	0	0	5	0	2	0	0
OTU_1472	0	3	0	0	0	7	0	3	0	0	0	0	0	0	0
OTU_1513	1	0	0	2	1	0	1	1	2	0	0	1	0	0	0
OTU_1897	0	3	0	0	0	0	0	4	0	0	0	0	1	0	0
OTU_3835	2	29	0	0	0	14	0	15	0	0	4	0	2	0	0
OTU_2104	0	1	0	0	0	3	0	1	1	1	1	1	1	0	0
OTU_992	4	7	2	2	0	7	0	12	0	0	0	0	2	0	0
OTU_3717	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0
OTU_2528	0	10	1	1	0	8	1	4	2	0	0	0	2	0	1
OTU_1134	0	11	2	0	0	2	0	4	1	2	3	0	4	5	3
OTU_3825	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2713	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_952	2	12	0	0	0	11	0	9	0	0	3	0	3	0	0
OTU_1730	0	1	0	1	0	1	1	0	0	0	0	0	4	2	0
OTU_1931	2	3	0	0	0	5	1	2	0	0	0	0	0	0	0
OTU_1869	0	0	3	0	2	1	0	0	1	4	0	4	1	3	0
OTU_3741	5	11	0	1	0	12	0	7	0	5	4	0	1	0	0
OTU_1237	1	9	1	0	0	13	0	5	0	0	3	0	0	0	0
OTU_1803	0	4	0	0	1	2	0	0	1	0	1	0	0	0	0
OTU_1801	2	6	0	0	0	8	0	10	0	0	1	0	0	0	0
OTU_1668	1	2	0	0	0	0	0	1	0	0	2	0	1	1	0
OTU_1279	0	2	1	0	0	5	1	3	0	0	3	0	2	1	3
OTU_2575	1	2	0	1	2	0	0	3	0	0	0	0	1	0	0
OTU_2156	0	2	0	0	1	0	0	3	0	0	0	0	1	0	0
OTU_3029	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU_820	0	23	0	0	0	24	0	11	1	0	1	0	2	0	2
OTU_3294	2	2	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_1363	1	2	2	0	1	2	0	3	0	0	1	0	1	1	3
OTU_2054	1	1	0	1	2	2	3	1	0	0	0	0	0	0	0
OTU_1457	1	3	0	0	0	5	0	2	1	0	0	0	1	0	0
OTU_2595	1	4	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_1788	0	4	2	0	1	5	2	5	0	2	1	1	4	2	1
OTU_1608	0	9	0	0	0	5	0	4	0	0	0	0	0	0	1
OTU_3522	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
