DATASET_GRADIENT
SEPARATOR TAB
BORDER_WIDTH	0
COLOR	#fb9a99
COLOR_MAX	#b15928
COLOR_MIN	#e5e5e5
DATASET_LABEL	All
LEGEND_COLORS	#e5e5e5	#b15928
LEGEND_LABELS	Min. (0.2)	Max. (4.0)
LEGEND_SHAPES	1	1
LEGEND_TITLE	All
MARGIN	5
STRIP_WIDTH	50
DATA
OTU_657	3.96457869780249
OTU_2	3.78963594605458
OTU_3	2.49898515151322
OTU_4	2.10509048802889
OTU_5	1.99835652578068
OTU_6	1.65438886050858
OTU_8	1.65071935018589
OTU_7	1.57915035456498
OTU_9	1.29934670486574
OTU_10	1.16004003968234
OTU_17	1.08146069704652
OTU_11	1.04013184626324
OTU_13	1.00142156672589
OTU_14	0.989464552030729
OTU_15	0.948593977917834
OTU_12	0.93738229691221
OTU_16	0.868121666771325
OTU_18	0.772516576328278
OTU_28	0.728095817860732
OTU_19	0.674662077109846
OTU_20	0.653283951915422
OTU_31	0.62778561689244
OTU_33	0.590798283730867
OTU_25	0.56978776856544
OTU_21	0.561135680821695
OTU_22	0.55175123335007
OTU_26	0.535832578774414
OTU_24	0.529337254943827
OTU_23	0.527275199896913
OTU_27	0.510300946309586
OTU_29	0.505699507692104
OTU_30	0.490481856434536
OTU_32	0.474175219900474
OTU_1227	0.466284617272607
OTU_35	0.463429581399456
OTU_36	0.459827502236604
OTU_43	0.45247573210317
OTU_37	0.450641070529295
OTU_47	0.441862841697334
OTU_1128	0.42502499161244
OTU_38	0.412862020017133
OTU_39	0.40264784511006
OTU_41	0.401276147762506
OTU_42	0.395841994987533
OTU_46	0.395612580834525
OTU_45	0.365644728444072
OTU_69	0.36547395874465
OTU_48	0.362961108389795
OTU_44	0.360569571557798
OTU_40	0.360153719512836
OTU_50	0.358534015586872
OTU_547	0.348041043465063
OTU_49	0.34684019510216
OTU_68	0.34165358000115
OTU_85	0.331798867657737
OTU_51	0.322981239121374
OTU_53	0.320703637244682
OTU_54	0.314359562869314
OTU_57	0.313582144239112
OTU_593	0.306757852054173
OTU_71	0.305935105274957
OTU_56	0.300774379054188
OTU_59	0.299103699323833
OTU_62	0.281968127747766
OTU_67	0.270925427494516
OTU_428	0.266672967484297
OTU_60	0.266687073267757
OTU_61	0.26246385740378
OTU_65	0.249983846385618
OTU_63	0.245134251016058
OTU_77	0.244491332616596
OTU_66	0.237260807103217
OTU_94	0.230686312767263
OTU_72	0.228468207357775
OTU_70	0.225967893654828
OTU_73	0.224525704723236
OTU_74	0.219154570736358
OTU_79	0.21915781073577
OTU_81	0.211967652374587
OTU_427	0.206419250993308
OTU_76	0.203521714026636
OTU_75	0.203359397133016
OTU_80	0.201460984712952
OTU_90	0.198050977859516
OTU_86	0.193305966658249
OTU_84	0.193134569784705
OTU_78	0.191779939665366
OTU_91	0.18619712765219
OTU_87	0.185989582120253
OTU_83	0.185386286792872
OTU_88	0.180025602167016
OTU_89	0.179551410741867
OTU_93	0.177210912101348
OTU_102	0.174576457145921
OTU_92	0.172169614454926
OTU_101	0.169979135990816
OTU_114	0.168658269275888
OTU_100	0.167671993271518
OTU_96	0.166232641135194
OTU_106	0.165431307707263
