OTUID	B1	B1D1	B1D2	B1D3	B1D4	B1D5	B1L1	B1L2	B1L3	B1L4	B1L5	B1R1	B1R2	B1R3	B1R4	B1R5	B1U1	B1U2	B1U3	B1U4	B1U5	B2	B2D1	B2D2	B2D3	B2D4	B2D5	B2L1	B2L2	B2L3	B2L4	B2L5	B2R1	B2R2	B2R3	B2R4	B2R5	B2U1	B2U2	B2U3	B2U4	B2U5	B3	B3D1	B3D2	B3D3	B3D4	B3D5	B3L1	B3L2	B3L3	B3L4	B3L5	B3R1	B3R2	B3R3	B3R4	B3R5	B3U1	B3U2	B3U3	B3U4	B3U5	T0	T0D1	T0D2	T0D3	T0D4	T0D5	T0D6	T0L1	T0L2	T0L3	T0L4	T0L5	T0L6	T0R1	T0R2	T0R3	T0R4	T0R5	T0R6	T0U1	T0U2	T0U3	T0U4	T0U5	T0U6	T1	T1D1	T1D2	T1D3	T1D4	T1D5	T1D6	T1L1	T1L2	T1L3	T1L4	T1L5	T1L6	T1R1	T1R2	T1R3	T1R4	T1R5	T1R6	T1U1	T1U2	T1U3	T1U4	T1U5	T1U6	DL1	DL10	DL30	DL5	DL75	DR1	DR10	DR30	DR5	DR75	HA0	UL1	UL10	UL30	UL5	UL75	UR1	UR10	UR30	UR5	UR75
OTU_28767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_4078	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	2	0	0	0	3	1	1	1
OTU_106172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
OTU_3768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	2	0	1	0	0	0	0	0	0	0	0	1	0	0	6	0	4	0
OTU_1847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	3	1	1	0	0	10	6	9	4	12	2	1	1	3	0	1
OTU_12606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	5	2	9	12	2	2	0	0	1	4	0	1	23	19	11	1	40	7
OTU_17237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	22	27	2	8	7	5	0	6	0	23	15	12	2	11	4	5	3	0	9	2
OTU_43511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_117	6	1	5	10	2	1	3	7	0	3	5	1	2	0	3	4	1	6	12	1	6	1	1	0	0	0	0	3	0	2	1	3	0	0	0	3	0	0	0	3	0	2	3	4	7	8	4	1	7	2	1	6	3	3	5	0	11	1	5	2	4	9	3	5	1	1	1	3	1	3	1	3	2	1	7	2	0	3	5	5	3	3	3	5	3	1	4	5	1	4	6	8	4	3	4	4	7	1	29	5	4	4	2	2	0	9	3	3	0	6	8	1	3	104	44	165	7	16	28	30	6	131	439	39	51	142	191	97	16	80	43	46	62	8
OTU_52399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1086	2	0	1	1	4	0	0	0	0	2	1	1	1	2	0	0	0	11	1	0	12	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	3	0	0	2	0	0	2	0	0	1	2	1	6	2	1	0	0	0	0	3	0	1	0	4	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	22	29	54	32	96	80	15	76	38	18	18	39	67	12	13	24	31	85	40	80
OTU_7924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	1	0	1	1	1	2	0	0	3	0	0
OTU_34968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	9	11	46	15	32	40	2	31	0	17	29	7	13	8	125	84	35	2	47	7
OTU_6767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	16	18	12	0	1	2	0	0	0	18	3	2	14	3	2	0	2	0	1	0
OTU_68532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
OTU_2173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	0	3	1	0	3	0	3	3	0	0	1	12	2	5	0	11	3
OTU_974	2	13	1	2	2	7	7	2	11	3	4	15	8	1	4	1	2	3	4	2	5	3	5	0	2	3	2	2	1	4	2	3	8	3	1	2	0	1	2	2	1	5	3	1	4	4	3	1	1	3	3	1	8	2	2	7	3	2	1	2	0	3	0	8	1	0	2	0	0	0	1	1	1	3	4	1	1	3	0	0	2	2	4	2	0	1	0	5	1	5	1	0	2	4	1	5	2	2	1	2	1	4	1	1	4	2	0	4	0	0	4	2	3	0	1	0	1	0	0	0	1	1	14	0	0	1	1	0	0	0	0	1	2	0
OTU_1569	1	1	1	0	0	0	0	1	0	0	2	0	2	2	0	0	1	1	0	0	2	0	0	1	3	0	1	0	0	2	1	0	1	0	0	1	1	4	4	3	1	2	2	1	2	0	0	1	5	0	5	9	5	1	10	2	5	2	4	3	0	7	1	1	0	2	0	0	0	1	1	11	4	0	8	2	1	0	0	0	9	0	7	0	2	1	0	3	12	0	1	2	0	5	1	1	2	0	13	0	4	2	10	0	0	0	0	3	1	1	1	1	0	27	22	86	2	4	2	7	1	31	41	12	0	26	15	73	25	21	37	22	31	56
OTU_609	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	1	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	9	8	2	18	6	16	10	12	12	19	8	5	9	11	6	2	11	1	16
OTU_17818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	36	23	15	6	77	63	3	112	28	3	8	52	22	13	20	41	39	30	103	18
OTU_21619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	12	0	8	0	1	0	0	1	13	1	0	4	0	5	1	0	0	1	5
OTU_706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	35	5	6	0	5	3	61	1	2	2	6	18	12	7	8	3	3	3	1	5	4
OTU_90	4	13	11	4	2	0	3	34	2	2	3	1	8	8	18	29	3	47	47	0	32	0	0	1	0	0	0	8	0	2	0	3	0	0	0	1	7	0	0	2	0	0	2	3	2	4	10	6	9	11	0	1	1	2	1	12	15	8	3	4	7	9	0	0	0	0	0	1	0	0	1	0	0	1	0	0	4	1	1	2	0	1	1	2	0	1	2	0	0	1	3	4	1	3	2	1	0	0	1	0	0	1	0	3	2	0	2	0	3	1	2	1	0	59	75	40	27	4	58	108	45	81	21	27	24	48	47	28	41	58	86	49	106	54
OTU_76268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	1	5	6	0	1	3	2	13	3	2	6	2	0	5	4	3	3	2
OTU_31392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	2	0	7	0	1	2	5	0	0	1	1	1	1	0	2	0
OTU_975	4	3	3	1	1	3	1	1	2	1	2	0	5	3	4	2	9	1	2	2	2	2	6	4	7	5	2	3	2	1	2	1	0	0	3	2	0	1	2	2	1	1	0	3	2	1	0	2	1	0	2	2	0	0	3	0	3	0	0	0	0	3	1	0	1	2	0	0	1	4	0	0	0	1	0	1	0	2	0	2	3	2	0	1	1	0	1	2	4	1	2	1	1	1	0	0	2	0	0	0	0	0	1	1	2	2	0	0	0	0	1	6	0	19	4	23	8	29	1	4	3	6	0	26	1	13	14	4	60	2	16	3	36	5
OTU_16551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU_13564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	6	1	1	5	15	0	9	0	10	0	9	2	7	9	8	8	0	9	2
OTU_116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	800	1539	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_51886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
OTU_19295	8	16	32	11	8	5	0	13	22	9	6	4	41	17	1	0	9	49	11	3	31	0	4	10	9	3	1	4	1	6	3	8	3	4	8	10	9	1	2	11	3	0	24	17	14	15	1	42	14	15	13	14	10	11	12	18	7	3	6	10	0	16	2	8	5	13	13	7	10	10	4	9	3	8	14	14	2	24	3	8	17	19	18	8	9	8	5	15	9	0	7	7	8	9	0	13	15	0	0	0	11	6	14	8	23	7	4	15	1	13	26	9	10	0	1	0	1	0	0	0	2	1	0	0	1	0	0	0	2	1	0	0	0	1
OTU_1125	4	16	2	5	0	1	0	1	3	2	1	1	8	2	6	0	2	8	11	1	1	2	0	1	0	0	0	5	0	1	0	4	3	1	2	0	2	0	3	3	12	0	1	2	1	9	1	8	1	1	0	1	0	0	1	0	7	1	0	0	0	0	0	3	7	11	2	0	3	1	3	4	4	6	3	4	4	16	5	0	9	5	2	0	4	0	3	2	10	2	4	14	8	8	3	7	11	1	5	0	2	7	7	9	9	2	4	12	22	2	7	11	12	2	3	8	3	0	1	9	4	1	12	2	19	12	7	8	1	5	2	2	2	0
OTU_324	11	7	8	13	11	16	1	4	12	8	11	12	19	8	7	4	7	3	6	14	6	9	11	9	8	16	21	8	16	17	10	7	11	9	4	16	12	13	9	8	18	4	11	11	17	18	11	20	23	25	11	7	9	12	11	24	11	8	18	3	3	10	9	7	11	5	17	7	9	2	7	5	8	7	10	8	6	9	1	1	6	6	7	9	3	5	5	9	6	7	2	4	7	3	3	10	2	8	3	4	16	2	6	10	6	3	4	4	7	0	6	7	6	1	1	4	1	1	0	2	17	2	2	2	0	4	3	8	9	7	5	0	4	2
OTU_306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	3	50	6	20	39	13	27	0	1	0	2	5	2	134	102	38	0	33	12
OTU_8764	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	46	33	54	6	29	16	19	8	12	4	30	5	19	26	12	38	12	22	13	33	41
OTU_66421	28	46	104	54	106	17	14	183	10	106	35	57	40	98	5	4	96	70	67	44	71	0	26	28	19	15	15	27	0	93	26	12	5	9	18	46	48	12	20	92	90	43	182	112	71	98	64	42	102	118	91	116	55	62	36	120	86	56	102	136	7	198	48	321	205	317	284	80	215	114	252	150	169	141	98	212	232	456	59	321	157	231	314	108	185	119	116	139	167	8	151	200	123	232	18	165	120	8	3	7	187	120	245	133	289	206	97	143	366	196	187	316	227	7	15	5	0	1	9	17	5	11	9	14	0	8	12	18	4	20	5	9	13	2
OTU_113	9	11	9	34	11	27	2	2	16	12	4	7	35	13	10	2	12	40	21	10	22	7	7	5	8	11	7	14	3	14	8	8	3	7	14	9	7	17	31	26	56	49	43	14	15	12	16	28	39	35	84	59	61	24	26	62	13	11	24	46	3	42	32	116	41	44	36	14	33	25	40	29	46	31	78	29	20	27	14	18	35	58	52	17	64	14	28	55	18	6	25	40	49	20	11	22	41	17	42	9	30	26	37	15	39	15	7	25	36	24	38	38	19	41	6	29	9	2	6	2	39	7	19	6	2	13	23	14	156	31	26	9	27	63
OTU_1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	4	0	1	1	0	3	1	0	3	1	2	2	1	6	0	4	2	1	6
OTU_1936	3	2	1	6	2	0	1	0	0	2	2	2	2	1	2	1	2	1	2	3	3	2	0	0	1	1	1	0	3	1	0	1	0	0	3	0	1	0	2	3	1	4	0	0	1	0	1	3	2	3	5	1	2	0	0	1	2	1	1	3	0	3	1	2	3	3	2	2	1	2	1	3	2	0	2	3	3	3	0	2	2	1	2	3	1	0	1	5	2	3	1	3	2	1	1	2	1	2	1	1	0	4	5	1	0	0	3	3	1	0	0	2	3	2	3	2	6	0	2	1	1	1	3	3	1	2	2	0	1	1	2	1	1	0
OTU_3351	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	1	0	0	0	0	5	0	0	0	0	2
OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3	80	0	1	0	9	0	2	0	5	7	0	1	0	18	5	17	0
OTU_22536	4	17	0	4	0	25	1	2	6	1	6	6	4	1	1	2	5	4	11	4	0	1	21	16	26	12	31	9	2	4	80	23	17	20	21	4	3	18	6	8	24	0	2	0	3	2	1	4	6	1	4	11	5	1	4	2	4	1	1	1	0	1	2	13	12	14	15	5	6	3	6	7	9	5	7	10	12	10	0	0	0	7	10	2	3	6	2	3	5	0	4	1	4	1	0	6	2	0	0	0	7	1	7	4	6	3	1	6	15	0	3	3	0	11	3	17	10	4	7	5	17	25	4	3	22	10	9	29	15	15	20	11	21	15
OTU_31249	4	4	0	4	0	1	5	0	0	0	2	1	1	0	2	4	1	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	4	2	0	3	1	0	3	1	0	0	1	2	4	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	2	2	0	2	1	0	2	0	1	2	0	0	0	0	1	2	0	3	0	0	1	0	0	0	0	1	0	0	0	0	1	0	5	2	13	3	2	11	1	23	16	52	10	1	5	26	4	3	4	34	20	4	5
OTU_5433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	2	0	3	0	0	4	1	0	0	1	1	0	1
OTU_165	14	46	63	13	53	1	5	74	11	33	3	38	21	32	1	2	27	43	25	8	52	1	1	13	2	2	5	7	1	3	0	17	2	5	6	7	27	5	7	5	1	6	27	39	18	19	21	11	44	41	41	53	14	46	27	95	13	26	35	67	14	15	13	17	21	15	30	6	35	9	4	18	13	13	7	22	11	24	6	7	16	24	27	11	13	18	7	13	8	14	16	16	8	10	21	25	3	4	3	2	7	8	18	4	10	7	3	6	20	18	9	17	13	21	27	43	3	6	22	8	5	12	15	19	48	16	17	25	11	7	11	8	3	4
OTU_1014	1	3	8	1	2	0	2	1	0	1	5	1	3	2	3	4	2	2	1	0	5	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	8	2	3	1	2	0	3	1	0	0	0	0	1	0	2	4	0	1	0	0	6	0	1	0	0	1	3	1	5	1	0	1	0	0	0	1	0	0	7	3	2	0	1	0	1	2	1	0	0	7	1	3	1	0	1	0	0	0	0	3	2	0	0	1	1	0	0	0	1	3	0	1	2	2	4	1	3	6	1	0	3	8	4	3	5	6	6	1	1	9	9	5	5
OTU_692	2	5	10	2	2	3	2	12	9	13	9	7	9	10	2	1	10	6	8	4	6	1	1	3	0	1	2	6	0	3	0	3	3	0	4	6	3	3	0	2	2	1	2	5	4	4	2	7	6	5	2	4	6	1	4	4	8	4	4	5	1	9	1	0	1	3	10	0	2	2	1	4	5	1	3	2	3	5	1	1	4	1	1	0	1	1	0	2	4	0	1	4	1	3	0	3	2	0	3	1	1	3	3	3	6	2	0	0	6	1	9	6	3	11	9	16	16	4	8	12	10	18	29	10	13	10	11	20	2	7	11	9	6	6
